source,target,weight,work_count,years,work_ids,distance
A5000003126,A5009729295,1,1,2025,W4410419420,1.0
A5000003126,A5021202946,1,1,2025,W4410419420,1.0
A5000003126,A5025338442,1,1,2025,W4410419420,1.0
A5000003126,A5036615521,1,1,2025,W4410419420,1.0
A5000003126,A5040615889,1,1,2025,W4410419420,1.0
A5000003126,A5100601677,1,1,2025,W4410419420,1.0
A5000003126,A5103108258,1,1,2025,W4410419420,1.0
A5000019246,A5061163815,1,1,2025,W4409060650,1.0
A5000019246,A5100403749,1,1,2025,W4409060650,1.0
A5000019246,A5108159243,1,1,2025,W4409060650,1.0
A5000019246,A5109453726,1,1,2025,W4409060650,1.0
A5000019246,A5111269970,1,1,2025,W4409060650,1.0
A5000020627,A5005420473,1,1,2025,W4410349969,1.0
A5000020627,A5013302911,1,1,2025,W4410349969,1.0
A5000020627,A5021042757,1,1,2025,W4410349969,1.0
A5000020627,A5101724769,1,1,2025,W4410349969,1.0
A5000020627,A5114246672,1,1,2025,W4410349969,1.0
A5000024164,A5032983330,1,1,2025,W4411687973,1.0
A5000024164,A5048932613,1,1,2025,W4411687973,1.0
A5000024164,A5049557511,1,1,2025,W4411687973,1.0
A5000024164,A5100424178,1,1,2025,W4411687973,1.0
A5000024164,A5100639342,1,1,2025,W4411687973,1.0
A5000036192,A5001094226,1,1,2025,W4405995927,1.0
A5000036192,A5014300312,1,1,2025,W4405995927,1.0
A5000036192,A5033689713,1,1,2025,W4405995927,1.0
A5000036192,A5039044023,1,1,2025,W4405995927,1.0
A5000036192,A5068010860,1,1,2025,W4405995927,1.0
A5000036192,A5069278500,1,1,2025,W4405995927,1.0
A5000036192,A5082907866,1,1,2025,W4405995927,1.0
A5000036192,A5089113447,1,1,2025,W4405995927,1.0
A5000036192,A5100403324,1,1,2025,W4405995927,1.0
A5000036192,A5100783219,1,1,2025,W4405995927,1.0
A5000036192,A5109133545,1,1,2025,W4405995927,1.0
A5000044758,A5007228024,1,1,2025,W4410357812,1.0
A5000044758,A5025549913,1,1,2025,W4410357812,1.0
A5000044758,A5063559793,1,1,2025,W4410357812,1.0
A5000044758,A5086261973,1,1,2025,W4410357812,1.0
A5000044758,A5100350672,1,1,2025,W4410357812,1.0
A5000044759,A5039288973,1,1,2025,W4410554463,1.0
A5000044759,A5043052106,1,1,2025,W4410554463,1.0
A5000044759,A5092017420,1,1,2025,W4410554463,1.0
A5000044759,A5117619211,1,1,2025,W4410554463,1.0
A5000044759,A5117619212,1,1,2025,W4410554463,1.0
A5000044759,A5117619213,1,1,2025,W4410554463,1.0
A5000044759,A5117619214,1,1,2025,W4410554463,1.0
A5000045048,A5002565867,1,1,2025,W4406676827,1.0
A5000048472,A5077693499,1,1,2025,W4408784121,1.0
A5000048472,A5093093309,1,1,2025,W4408784121,1.0
A5000048871,A5003976377,1,1,2025,W4410289083,1.0
A5000048871,A5021084130,1,1,2025,W4410289083,1.0
A5000048871,A5065219343,1,1,2025,W4410289083,1.0
A5000067757,A5027174211,1,1,2025,W4410889413,1.0
A5000067757,A5033149698,1,1,2025,W4410889413,1.0
A5000067757,A5034260819,1,1,2025,W4410889413,1.0
A5000067757,A5040865271,1,1,2025,W4410889413,1.0
A5000067757,A5058798782,1,1,2025,W4410889413,1.0
A5000067757,A5093685812,1,1,2025,W4410889413,1.0
A5000067757,A5093739031,1,1,2025,W4410889413,1.0
A5000067757,A5109492269,1,1,2025,W4410889413,1.0
A5000067757,A5111167671,1,1,2025,W4410889413,1.0
A5000067757,A5116129657,1,1,2025,W4410889413,1.0
A5000067757,A5116129658,1,1,2025,W4410889413,1.0
A5000068327,A5007318480,1,1,2025,W4406628184,1.0
A5000068327,A5009219516,1,1,2025,W4406628184,1.0
A5000068327,A5022423387,1,1,2025,W4406628184,1.0
A5000068327,A5024604719,1,1,2025,W4406628184,1.0
A5000068327,A5043905466,1,1,2025,W4406628184,1.0
A5000068327,A5079491654,1,1,2025,W4406628184,1.0
A5000068327,A5111868456,1,1,2025,W4406628184,1.0
A5000092822,A5021075875,1,1,2025,W4407364174,1.0
A5000092822,A5035849171,1,1,2025,W4407364174,1.0
A5000092822,A5054075262,1,1,2025,W4407364174,1.0
A5000092822,A5057851690,1,1,2025,W4407364174,1.0
A5000092822,A5061545857,1,1,2025,W4407364174,1.0
A5000092822,A5065193592,1,1,2025,W4407364174,1.0
A5000092822,A5087606400,1,1,2025,W4407364174,1.0
A5000092822,A5100400458,1,1,2025,W4407364174,1.0
A5000094333,A5007509620,1,1,2025,W4412065574,1.0
A5000094333,A5010478919,1,1,2025,W4412065574,1.0
A5000094333,A5084047638,1,1,2025,W4412065574,1.0
A5000101528,A5023632470,1,1,2025,W4410227886,1.0
A5000101528,A5040949386,1,1,2025,W4410227886,1.0
A5000101528,A5049344765,1,1,2025,W4410227886,1.0
A5000101528,A5084225951,1,1,2025,W4410227886,1.0
A5000101528,A5089891162,1,1,2025,W4410227886,1.0
A5000101528,A5094207496,1,1,2025,W4410227886,1.0
A5000115067,A5059926999,1,1,2025,W4412377928,1.0
A5000115067,A5100763094,1,1,2025,W4412377928,1.0
A5000115682,A5019584144,1,1,2025,W4406105230,1.0
A5000115682,A5053986216,1,1,2025,W4406105230,1.0
A5000115682,A5101034634,1,1,2025,W4406105230,1.0
A5000115682,A5115785718,1,1,2025,W4406105230,1.0
A5000141831,A5016943900,1,1,2025,W4410564946,1.0
A5000141831,A5020157237,1,1,2025,W4410564946,1.0
A5000141831,A5027997476,1,1,2025,W4410564946,1.0
A5000141831,A5030156276,1,1,2025,W4410564946,1.0
