source,target,weight,work_count,years,work_ids,distance
A5000018396,A5017765985,1,1,2022,W4210433458,1.0
A5000018396,A5049275722,1,1,2022,W4210433458,1.0
A5000018396,A5078655461,1,1,2022,W4210433458,1.0
A5000019783,A5012165852,1,1,2022,W4286750892,1.0
A5000019783,A5031457464,1,1,2022,W4286750892,1.0
A5000019783,A5037784196,1,1,2022,W4286750892,1.0
A5000019783,A5088708850,1,1,2022,W4286750892,1.0
A5000021633,A5024238951,1,1,2022,W4289792173,1.0
A5000021633,A5075743689,1,1,2022,W4289792173,1.0
A5000021633,A5100341950,1,1,2022,W4289792173,1.0
A5000021633,A5100610593,1,1,2022,W4289792173,1.0
A5000023371,A5019338133,1,1,2022,W4220920759,1.0
A5000023371,A5048326907,1,1,2022,W4220920759,1.0
A5000023371,A5090327828,1,1,2022,W4220920759,1.0
A5000024193,A5011714920,1,1,2022,W4311042504,1.0
A5000024193,A5019223896,1,1,2022,W4311042504,1.0
A5000024193,A5033960131,1,1,2022,W4311042504,1.0
A5000024193,A5036519664,1,1,2022,W4311042504,1.0
A5000024193,A5057166280,1,1,2022,W4311042504,1.0
A5000024193,A5069779423,1,1,2022,W4311042504,1.0
A5000024193,A5100390952,1,1,2022,W4311042504,1.0
A5000024193,A5100400468,1,1,2022,W4311042504,1.0
A5000024193,A5100459266,1,1,2022,W4311042504,1.0
A5000024193,A5101514376,1,1,2022,W4311042504,1.0
A5000024193,A5102974511,1,1,2022,W4311042504,1.0
A5000024193,A5112701466,1,1,2022,W4311042504,1.0
A5000026575,A5053094006,1,1,2022,W3213454282,1.0
A5000026575,A5055629014,1,1,2022,W3213454282,1.0
A5000026575,A5066294527,1,1,2022,W3213454282,1.0
A5000026575,A5071668416,1,1,2022,W3213454282,1.0
A5000026575,A5072796087,1,1,2022,W3213454282,1.0
A5000026575,A5100411538,1,1,2022,W3213454282,1.0
A5000027382,A5014174633,1,1,2022,W4288058127,1.0
A5000027382,A5049262522,1,1,2022,W4288058127,1.0
A5000027382,A5058885400,1,1,2022,W4288058127,1.0
A5000027382,A5101463446,1,1,2022,W4288058127,1.0
A5000027382,A5110502345,1,1,2022,W4288058127,1.0
A5000034124,A5003878251,1,1,2022,W4223521725,1.0
A5000034124,A5016103645,1,1,2022,W4223521725,1.0
A5000034124,A5046120768,1,1,2022,W4223521725,1.0
A5000034124,A5047827278,1,1,2022,W4223521725,1.0
A5000034124,A5049959991,1,1,2022,W4223521725,1.0
A5000034124,A5060352361,1,1,2022,W4223521725,1.0
A5000034124,A5063410689,1,1,2022,W4223521725,1.0
A5000034124,A5067529915,1,1,2022,W4223521725,1.0
A5000034124,A5074374069,1,1,2022,W4223521725,1.0
A5000034124,A5074694043,1,1,2022,W4223521725,1.0
A5000034124,A5074964983,1,1,2022,W4223521725,1.0
A5000034124,A5076069559,1,1,2022,W4223521725,1.0
A5000034124,A5081859075,1,1,2022,W4223521725,1.0
A5000034124,A5084303709,1,1,2022,W4223521725,1.0
A5000034124,A5088038407,1,1,2022,W4223521725,1.0
A5000034124,A5091904954,1,1,2022,W4223521725,1.0
A5000034124,A5103276918,1,1,2022,W4223521725,1.0
A5000034124,A5108267652,1,1,2022,W4223521725,1.0
A5000038422,A5001139738,1,1,2022,W4221007243,1.0
A5000038422,A5007596839,1,1,2022,W4221007243,1.0
A5000038422,A5008924366,1,1,2022,W4221007243,1.0
A5000038422,A5012240294,1,1,2022,W4221007243,1.0
A5000038422,A5024114285,1,1,2022,W4221007243,1.0
A5000038422,A5026517414,1,1,2022,W4221007243,1.0
A5000038422,A5026837899,1,1,2022,W4221007243,1.0
A5000038422,A5027896516,1,1,2022,W4221007243,1.0
A5000038422,A5029680007,1,1,2022,W4221007243,1.0
A5000038422,A5035206215,1,1,2022,W4221007243,1.0
A5000038422,A5044665869,1,1,2022,W4221007243,1.0
A5000038422,A5044771207,1,1,2022,W4221007243,1.0
A5000038422,A5055169358,1,1,2022,W4221007243,1.0
A5000038422,A5055772791,1,1,2022,W4221007243,1.0
A5000038422,A5059281499,1,1,2022,W4221007243,1.0
A5000038422,A5065837900,1,1,2022,W4221007243,1.0
A5000038422,A5076845671,1,1,2022,W4221007243,1.0
A5000038422,A5077116460,1,1,2022,W4221007243,1.0
A5000038422,A5079133822,1,1,2022,W4221007243,1.0
A5000038422,A5080761148,1,1,2022,W4221007243,1.0
A5000038422,A5082557392,1,1,2022,W4221007243,1.0
A5000038422,A5100424532,1,1,2022,W4221007243,1.0
A5000038422,A5110565636,1,1,2022,W4221007243,1.0
A5000039237,A5004036928,1,1,2022,W4296691561,1.0
A5000039237,A5010618682,1,1,2022,W4296691561,1.0
A5000039237,A5012087658,1,1,2022,W4296691561,1.0
A5000039237,A5013507563,1,1,2022,W4296691561,1.0
A5000039237,A5015270385,1,1,2022,W4296691561,1.0
A5000039237,A5022626757,1,1,2022,W4296691561,1.0
A5000039237,A5023132900,1,1,2022,W4296691561,1.0
A5000039237,A5027492181,1,1,2022,W4296691561,1.0
A5000039237,A5027498123,1,1,2022,W4296691561,1.0
A5000039237,A5030160770,1,1,2022,W4296691561,1.0
A5000039237,A5032101247,1,1,2022,W4296691561,1.0
A5000039237,A5038299329,1,1,2022,W4296691561,1.0
A5000039237,A5040408618,1,1,2022,W4296691561,1.0
A5000039237,A5040936112,1,1,2022,W4296691561,1.0
A5000039237,A5043974839,1,1,2022,W4296691561,1.0
A5000039237,A5046934232,1,1,2022,W4296691561,1.0
A5000039237,A5050028736,1,1,2022,W4296691561,1.0
A5000039237,A5050272964,1,1,2022,W4296691561,1.0
A5000039237,A5052768263,1,1,2022,W4296691561,1.0
A5000039237,A5055305783,1,1,2022,W4296691561,1.0
A5000039237,A5055997290,1,1,2022,W4296691561,1.0
A5000039237,A5056136458,1,1,2022,W4296691561,1.0
A5000039237,A5056645769,1,1,2022,W4296691561,1.0
A5000039237,A5058546353,1,1,2022,W4296691561,1.0
A5000039237,A5064936359,1,1,2022,W4296691561,1.0
A5000039237,A5067186373,1,1,2022,W4296691561,1.0
A5000039237,A5067790213,1,1,2022,W4296691561,1.0
A5000039237,A5069474069,1,1,2022,W4296691561,1.0
A5000039237,A5073444212,1,1,2022,W4296691561,1.0
A5000039237,A5079371611,1,1,2022,W4296691561,1.0
A5000039237,A5079989868,1,1,2022,W4296691561,1.0
A5000039237,A5081401602,1,1,2022,W4296691561,1.0
A5000039237,A5082906198,1,1,2022,W4296691561,1.0
A5000039237,A5087926553,1,1,2022,W4296691561,1.0
A5000039237,A5091875762,1,1,2022,W4296691561,1.0
A5000039237,A5102725089,1,1,2022,W4296691561,1.0
A5000039237,A5113001349,1,1,2022,W4296691561,1.0
A5000043237,A5002654756,1,1,2022,W4320341996,1.0
A5000043237,A5002839718,1,1,2022,W4320341996,1.0
A5000043237,A5012286958,1,1,2022,W4320341996,1.0
A5000043237,A5020441209,1,1,2022,W4320341996,1.0
A5000043237,A5073811679,1,1,2022,W4320341996,1.0
A5000043237,A5075920514,1,1,2022,W4320341996,1.0
A5000043237,A5076733732,1,1,2022,W4320341996,1.0
A5000043237,A5080237064,1,1,2022,W4320341996,1.0
A5000043237,A5081787254,1,1,2022,W4320341996,1.0
A5000043237,A5085516032,1,1,2022,W4320341996,1.0
A5000043237,A5087396520,1,1,2022,W4320341996,1.0
