source,target,weight,work_count,years,work_ids,distance
I100005738,I197572798,1,1,2022,W4291015437,1.0
I100005738,I71966907,1,1,2022,W4291015437,1.0
I100066346,I2613432,1,1,2022,W4285255087,1.0
I100066346,I4210088543,1,1,2022,W4285255087,1.0
I100066346,I36258959,1,1,2022,W4311408938,1.0
I100066346,I4210137306,1,1,2022,W4311408938,1.0
I100066346,I97018004,1,1,2022,W4311408938,1.0
I100135526,I126744593,1,1,2022,W4205938604,1.0
I100135526,I149521062,1,1,2022,W4205938604,1.0
I100135526,I191208505,1,1,2022,W4205938604,1.0
I100135526,I211433327,1,1,2022,W4205938604,1.0
I100135526,I4210104201,1,1,2022,W4205938604,1.0
I100135526,I4210106122,1,1,2022,W4205938604,1.0
I100135526,I4210162457,1,1,2022,W4205938604,1.0
I100135526,I4210165038,1,1,2022,W4205938604,1.0
I100288624,I1118541,1,1,2022,W4313427700,1.0
I100288624,I904495901,1,1,2022,W4313427700,1.0
I100532134,I1294671590,1,1,2022,W4285389292,1.0
I100532134,I2802229908,1,1,2022,W4285389292,1.0
I100532134,I35440088,1,1,2022,W4285389292,1.0
I100532134,I4210099454,1,1,2022,W4285389292,1.0
I100532134,I118019719,1,1,2022,W4310113776,1.0
I100532134,I1320473756,1,1,2022,W4310113776,1.0
I100532134,I1339471597,1,1,2022,W4310113776,1.0
I100532134,I165779595,1,1,2022,W4310113776,1.0
I100532134,I204465549,1,1,2022,W4310113776,1.0
I100532134,I21250087,1,1,2022,W4310113776,1.0
I100532134,I27837315,1,1,2022,W4310113776,1.0
I100532134,I2800555584,1,1,2022,W4310113776,1.0
I100532134,I2802654988,1,1,2022,W4310113776,1.0
I100532134,I385303915,1,1,2022,W4310113776,1.0
I100532134,I4210100596,1,1,2022,W4310113776,1.0
I100532134,I4210113058,1,1,2022,W4310113776,1.0
I100532134,I4210126764,1,1,2022,W4310113776,1.0
I100532134,I4210163047,1,1,2022,W4310113776,1.0
I100532134,I75124487,1,1,2022,W4310113776,1.0
I100653424,I15664174,1,1,2022,W4220739579,1.0
I100653424,I4210098144,1,1,2022,W4220739579,1.0
I100887729,I1289461252,1,1,2022,W4224015364,1.0
I100930933,I154130895,2,2,2022,W4211263275;W4323526518,0.5
I100930933,I60205797,2,2,2022,W4211263275;W4323526518,0.5
I100930933,I4210115218,1,1,2022,W4220716709,1.0
I100930933,I122411786,1,1,2022,W4283170666,1.0
I100930933,I185261750,1,1,2022,W4283170666,1.0
I100930933,I4210090411,1,1,2022,W4283170666,1.0
I100930933,I110594554,1,1,2022,W4307055608,1.0
I100930933,I145872427,1,1,2022,W4307055608,1.0
I100930933,I153230381,1,1,2022,W4307055608,1.0
I100930933,I169108374,1,1,2022,W4307055608,1.0
I100930933,I181647926,1,1,2022,W4307055608,1.0
I100930933,I24906876,1,1,2022,W4307055608,1.0
I100930933,I26415053,1,1,2022,W4307055608,1.0
I100930933,I2802934949,1,1,2022,W4307055608,1.0
I100930933,I4210088668,1,1,2022,W4307055608,1.0
I100930933,I4210109357,1,1,2022,W4307055608,1.0
I100930933,I4387153250,1,1,2022,W4307055608,1.0
I100930933,I4399657933,1,1,2022,W4307055608,1.0
I100930933,I71503853,1,1,2022,W4307055608,1.0
I100930933,I861853513,1,1,2022,W4307055608,1.0
I100930933,I913481162,1,1,2022,W4307055608,1.0
I100930933,I181231927,1,1,2022,W4313232683,1.0
I100930933,I32971472,1,1,2022,W4313232683,1.0
I100930933,I204136569,1,1,2022,W4323526518,1.0
I100930933,I59270414,1,1,2022,W4323526518,1.0
I100930933,I84392919,1,1,2022,W4323526518,1.0
I100930933,I9927081,1,1,2022,W4323526518,1.0
I101202996,I227486990,1,1,2022,W4213131528,1.0
I101202996,I31882830,1,1,2022,W4213131528,1.0
I101326570,I11793825,1,1,2022,W4280562905,1.0
I101326570,I145286018,1,1,2022,W4280562905,1.0
I101326570,I146429904,1,1,2022,W4280562905,1.0
I101326570,I159247623,1,1,2022,W4280562905,1.0
I101326570,I199702508,1,1,2022,W4280562905,1.0
I101326570,I882248123,1,1,2022,W4280562905,1.0
I101407740,I196486160,1,1,2022,W4296655830,1.0
I102117144,I112471378,1,1,2022,W4319430717,1.0
I102117144,I117381506,1,1,2022,W4319430717,1.0
I102117144,I1330855593,1,1,2022,W4319430717,1.0
I102117144,I145286018,1,1,2022,W4319430717,1.0
I102117144,I166533956,1,1,2022,W4319430717,1.0
I102117144,I4210091825,1,1,2022,W4319430717,1.0
I102117144,I4210130415,1,1,2022,W4319430717,1.0
I102134673,I134560555,1,1,2022,W2615858777,1.0
I102134673,I141596103,1,1,2022,W2615858777,1.0
I102134673,I161046081,1,1,2022,W2615858777,1.0
I102134673,I177802217,1,1,2022,W2615858777,1.0
I102134673,I180825142,1,1,2022,W2615858777,1.0
I102134673,I184942183,1,1,2022,W2615858777,1.0
I102134673,I186354981,1,1,2022,W2615858777,1.0
I102134673,I199693650,1,1,2022,W2615858777,1.0
I102134673,I2801198184,1,1,2022,W2615858777,1.0
I102134673,I28407311,1,1,2022,W2615858777,1.0
I102134673,I3131550300,1,1,2022,W2615858777,1.0
I102134673,I35913352,1,1,2022,W2615858777,1.0
I102134673,I40120149,1,1,2022,W2615858777,1.0
I102134673,I4210088087,1,1,2022,W2615858777,1.0
I102134673,I4210102957,1,1,2022,W2615858777,1.0
I102134673,I4210112663,1,1,2022,W2615858777,1.0
I102134673,I4210119061,1,1,2022,W2615858777,1.0
I102134673,I4210121775,1,1,2022,W2615858777,1.0
I102134673,I4210128169,1,1,2022,W2615858777,1.0
I102134673,I4210152422,1,1,2022,W2615858777,1.0
I102134673,I4210155756,1,1,2022,W2615858777,1.0
