source,target,weight,work_count,years,work_ids,distance
A5000019783,A5003509810,1,1,2023,W4392414327,1.0
A5000019783,A5070401254,1,1,2023,W4392414327,1.0
A5000019783,A5083185771,1,1,2023,W4392414327,1.0
A5000019783,A5088708850,1,1,2023,W4392414327,1.0
A5000019783,A5093022070,1,1,2023,W4392414327,1.0
A5000019783,A5093022071,1,1,2023,W4392414327,1.0
A5000036192,A5001094226,1,1,2023,W4386714656,1.0
A5000036192,A5014300312,1,1,2023,W4386714656,1.0
A5000036192,A5033689713,1,1,2023,W4386714656,1.0
A5000036192,A5068010860,1,1,2023,W4386714656,1.0
A5000036192,A5069278500,1,1,2023,W4386714656,1.0
A5000036192,A5082907866,1,1,2023,W4386714656,1.0
A5000036192,A5109133545,1,1,2023,W4386714656,1.0
A5000039831,A5020662239,1,1,2023,W4387801479,1.0
A5000039831,A5020758501,1,1,2023,W4387801479,1.0
A5000039831,A5021920265,1,1,2023,W4387801479,1.0
A5000039831,A5025585747,1,1,2023,W4387801479,1.0
A5000039831,A5032814084,1,1,2023,W4387801479,1.0
A5000039831,A5036582258,1,1,2023,W4387801479,1.0
A5000039831,A5048091074,1,1,2023,W4387801479,1.0
A5000039831,A5048272174,1,1,2023,W4387801479,1.0
A5000039831,A5052060244,1,1,2023,W4387801479,1.0
A5000039831,A5056575786,1,1,2023,W4387801479,1.0
A5000039831,A5076593865,1,1,2023,W4387801479,1.0
A5000039831,A5080160770,1,1,2023,W4387801479,1.0
A5000043237,A5001884064,1,1,2023,W4385849242,1.0
A5000043237,A5008355834,1,1,2023,W4385849242,1.0
A5000043237,A5065248294,1,1,2023,W4385849242,1.0
A5000043237,A5080628250,1,1,2023,W4385849242,1.0
A5000043237,A5082624117,1,1,2023,W4385849242,1.0
A5000043237,A5091926857,1,1,2023,W4385849242,1.0
A5000043237,A5100318540,1,1,2023,W4385849242,1.0
A5000043237,A5101394602,1,1,2023,W4385849242,1.0
A5000043237,A5108999586,1,1,2023,W4385849242,1.0
A5000048544,A5002505238,1,1,2023,W4387029265,1.0
A5000048544,A5002845598,1,1,2023,W4387029265,1.0
A5000048544,A5003121861,1,1,2023,W4387029265,1.0
A5000048544,A5016312416,1,1,2023,W4387029265,1.0
A5000048544,A5039625098,1,1,2023,W4387029265,1.0
A5000048544,A5103121092,1,1,2023,W4387029265,1.0
A5000058783,A5011675305,1,1,2023,W4390052440,1.0
A5000058783,A5020732916,1,1,2023,W4390052440,1.0
A5000058783,A5025804247,1,1,2023,W4390052440,1.0
A5000058783,A5027212805,1,1,2023,W4390052440,1.0
A5000058783,A5030679938,1,1,2023,W4390052440,1.0
A5000058783,A5073228957,1,1,2023,W4390052440,1.0
A5000058783,A5102006986,1,1,2023,W4390052440,1.0
A5000069468,A5004837552,2,2,2023,W4385262477;W7133246057,0.5
A5000069468,A5030471889,1,1,2023,W4385262477,1.0
A5000069468,A5040877128,1,1,2023,W4385262477,1.0
A5000069468,A5075364910,2,2,2023,W4385262477;W7133246057,0.5
A5000069468,A5101182304,1,1,2023,W4385262477,1.0
A5000069468,A5109625651,2,2,2023,W4385262477;W7133246057,0.5
A5000069468,A5127783752,1,1,2023,W7133246057,1.0
A5000069468,A5127785397,1,1,2023,W7133246057,1.0
A5000069468,A5127829162,1,1,2023,W7133246057,1.0
A5000080119,A5041525280,1,1,2023,W4362707108,1.0
A5000080119,A5049491270,1,1,2023,W4362707108,1.0
A5000080119,A5051910223,1,1,2023,W4362707108,1.0
A5000080119,A5074809120,2,2,2023,W4362707108;W4384826610,0.5
A5000080119,A5013522667,1,1,2023,W4384826610,1.0
A5000080119,A5084522255,1,1,2023,W4384826610,1.0
A5000080119,A5092501541,1,1,2023,W4384826610,1.0
A5000080119,A5103140747,1,1,2023,W4384826610,1.0
A5000088252,A5016080094,1,1,2023,W4378510493,1.0
A5000088252,A5052555143,1,1,2023,W4378510493,1.0
A5000088252,A5059926864,1,1,2023,W4378510493,1.0
A5000088252,A5091531008,1,1,2023,W4378510493,1.0
A5000088252,A5102997988,1,1,2023,W4378510493,1.0
A5000088252,A5122353176,1,1,2023,W7133190063,1.0
A5000088252,A5127820130,1,1,2023,W7133190063,1.0
A5000088252,A5127822328,1,1,2023,W7133190063,1.0
A5000088252,A5127840703,1,1,2023,W7133190063,1.0
A5000088252,A5127861046,1,1,2023,W7133190063,1.0
A5000092822,A5010335705,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5017205474,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5021075875,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5034576793,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5057851690,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5065193592,2,2,2023,W4327810494;W4377010595,0.5
A5000092822,A5100400458,2,2,2023,W4327810494;W4377010595,0.5
A5000107414,A5024401174,1,1,2023,W4390889802,1.0
A5000107414,A5026357570,1,1,2023,W4390889802,1.0
A5000107414,A5100332984,1,1,2023,W4390889802,1.0
A5000107414,A5100348632,1,1,2023,W4390889802,1.0
