source,target,weight,work_count,years,work_ids,distance
I100005738,I1174212,1,1,2023,W4389385783,1.0
I100005738,I223532165,1,1,2023,W4389385783,1.0
I100066346,I36258959,1,1,2023,W4387378202,1.0
I100066346,I4210137306,1,1,2023,W4387378202,1.0
I100066346,I97018004,1,1,2023,W4387378202,1.0
I100066346,I12912129,1,1,2023,W4389104713,1.0
I100066346,I154425047,1,1,2023,W4389104713,1.0
I100066346,I873043661,1,1,2023,W4389104713,1.0
I10052268,I55732556,1,1,2023,W4386069852,1.0
I100532134,I1294671590,1,1,2023,W4388416602,1.0
I100532134,I157614274,1,1,2023,W4388416602,1.0
I100532134,I4210155607,1,1,2023,W4388416602,1.0
I100532134,I48430043,1,1,2023,W4388416602,1.0
I100532134,I113428412,1,1,2023,W4389727268,1.0
I100532134,I1326498283,1,1,2023,W4389727268,1.0
I100532134,I135310074,1,1,2023,W4389727268,1.0
I100532134,I4210090411,1,1,2023,W4389727268,1.0
I100532134,I4210113297,1,1,2023,W4389727268,1.0
I100532134,I4210144566,1,1,2023,W4389727268,1.0
I10091056,I180670191,1,1,2023,W4361284858,1.0
I10091056,I200719446,1,1,2023,W4361284858,1.0
I10091056,I4210111488,1,1,2023,W4361284858,1.0
I100930933,I181231927,2,2,2023,W4319460874;W4385266429,0.5
I100930933,I32971472,2,2,2023,W4319460874;W4385266429,0.5
I100930933,I134113660,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I1343551460,5,5,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055,0.2
I100930933,I181547552,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I205783295,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I2802216851,5,5,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055,0.2
I100930933,I4210092922,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I4210109259,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I4210114445,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I4387153466,5,5,2023,W4320709434;W4366368023;W4379094566;W4386772055;W4390277067,0.2
I100930933,I55302922,6,6,2023,W4320709434;W4366368023;W4378232928;W4379094566;W4386772055;W4390277067,0.16666666666666666
I100930933,I94734805,2,2,2023,W4320709434;W4378232928,0.5
I100930933,I154130895,2,2,2023,W4323033692;W4390315357,0.5
I100930933,I60205797,2,2,2023,W4323033692;W4390315357,0.5
I100930933,I9927081,1,1,2023,W4323033692,1.0
I100930933,I1295876152,1,1,2023,W4378232928,1.0
I100930933,I4210105967,1,1,2023,W4378232928,1.0
I100930933,I2801502816,1,1,2023,W4386772055,1.0
I100930933,I91045830,1,1,2023,W4386772055,1.0
I100930933,I108290504,1,1,2023,W4388002357,1.0
I100930933,I108403487,1,1,2023,W4388002357,1.0
I100930933,I12912129,1,1,2023,W4388002357,1.0
I100930933,I134446601,1,1,2023,W4388002357,1.0
