id,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000003126,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,0
A5000019246,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1
A5000020627,0.0002295578715394151,5.0,0.0,1.8085925375328236e-49,2
A5000024164,0.0002295578715394151,5.0,0.0,4.618571513965483e-40,3
A5000029432,0.0,0.0,0.0,4.364345468665175e-92,4
A5000036192,0.0005050273173867132,11.0,0.0,6.970961309059594e-06,5
A5000044758,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,6
A5000044759,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,7
A5000045048,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,8
A5000048472,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,9
A5000048871,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,10
A5000067757,0.0005050273173867132,11.0,0.0,6.863176397288944e-35,11
A5000068327,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,12
A5000092822,0.00036729259446306413,8.0,0.0,2.219812568111001e-12,13
A5000094333,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,14
A5000101528,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,15
A5000115067,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,16
A5000115682,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,17
A5000119667,0.0,0.0,0.0,4.364345468665175e-92,18
A5000122982,0.0,0.0,0.0,4.364345468665175e-92,19
A5000141831,0.0004591157430788302,10.0,0.0,5.810138176136746e-15,20
A5000153218,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,21
A5000156461,0.0002295578715394151,5.0,0.0,1.7389185402516374e-35,22
A5000160230,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,23
A5000171711,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,24
A5000172484,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,25
A5000173131,0.0005050273173867132,11.0,0.0,3.311780036093751e-11,26
A5000184075,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,27
A5000190324,0.0005968504660024792,13.0,0.0,2.424962414550713e-31,28
A5000207892,0.0002295578715394151,9.0,0.0,8.478032698034581e-39,29
A5000211688,0.0002754694458472981,12.0,0.0,4.774377920210768e-33,30
A5000215116,0.0010559662090813093,23.0,0.0,1.0730449787764272e-07,31
A5000223219,0.0005050273173867132,11.0,0.0,3.217663106479102e-11,32
A5000232528,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,33
A5000240082,0.0002754694458472981,6.0,0.0,4.444699701928594e-18,34
A5000244644,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,35
A5000249065,0.0007345851889261283,16.0,0.0,7.140225928582963e-27,36
A5000254294,0.0002754694458472981,6.0,0.0,5.323018401241397e-12,37
A5000260621,0.0008723199118497773,19.0,0.0,9.183325392689843e-08,38
A5000295734,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,39
A5000300751,0.0006886736146182453,18.0,0.00030855411045818866,5.899859590719438e-12,40
A5000300840,0.00018364629723153207,4.0,0.0,5.284779885503691e-16,41
A5000301628,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,42
A5000304469,0.0005050273173867132,11.0,0.0,1.622779086132791e-12,43
A5000311674,0.0002295578715394151,7.0,0.0,6.6778647144305944e-46,44
A5000311824,0.0005509388916945961,12.0,0.0,1.1662398396138021e-32,45
A5000312791,0.00036729259446306413,8.0,0.0,6.371698392800704e-34,46
A5000318076,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,47
A5000331501,0.00013773472292364904,3.0,0.0,1.051302859153829e-58,48
A5000341866,0.0014691703778522565,43.0,0.00025652373757865287,0.0001537491426665578,49
A5000370390,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,50
A5000376041,0.00013773472292364904,3.0,0.0,2.929693086609185e-48,51
A5000379249,0.0005509388916945961,12.0,0.0,4.774377920210772e-33,52
A5000388375,0.0014691703778522565,32.0,0.0,1.8220409079020566e-10,26
A5000398298,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,53
A5000405219,0.0010559662090813093,23.0,0.0,6.601005128992896e-19,54
A5000405517,0.0005509388916945961,12.0,0.0,1.1662398396138021e-32,45
A5000415562,0.00036729259446306413,8.0,0.0,3.972017057979184e-21,55
