id,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
I100005738,0.0016949152542372883,5.0,0.00011863448875708129,0.0005194060396225245,0
I100066346,0.0006779661016949153,2.0,0.0005572702036312222,3.006540249980399e-05,1
I100191712,0.0006779661016949153,2.0,0.0,0.00027978659038057556,1
I100205273,0.00033898305084745765,1.0,0.0,9.36752423271864e-48,2
I100288624,0.0023728813559322037,7.0,0.0,0.003478620064880983,3
I10052268,0.002711864406779661,8.0,0.0003773566832000889,0.0004951320051316436,4
I100532134,0.0023728813559322037,7.0,0.0,0.000835085936173968,5
I100538780,0.00033898305084745765,1.0,0.0,9.36752423271864e-48,6
I10091056,0.001016949152542373,4.0,1.954124063888362e-06,7.023620918397231e-06,7
I100930933,0.01152542372881356,38.0,0.001097675823954769,0.00953659121670984,3
I101155339,0.00033898305084745765,1.0,0.0,2.575361202188623e-07,8
I101407740,0.001016949152542373,4.0,0.0,1.5394028628520722e-05,9
I102064193,0.0013559322033898306,4.0,0.0005627685723207905,0.0004424253400964837,10
I102134673,0.0016949152542372883,5.0,0.0011632968974038364,0.0003009099215253789,11
I102149020,0.0006779661016949153,2.0,0.0,3.158733482179692e-05,5
I102248843,0.0023728813559322037,7.0,0.0,0.0005957300594354558,3
I102272798,0.003728813559322034,11.0,0.0,0.0031910056525082243,10
I102322142,0.01016949152542373,30.0,7.800091887199841e-05,0.005951827642958969,12
I102335020,0.001016949152542373,3.0,0.0,0.00034078104225425,13
I102345215,0.0006779661016949153,2.0,0.0,1.0883541741626094e-06,14
I102398690,0.002033898305084746,6.0,0.0,0.0005529917565183798,7
I102520234,0.0,0.0,0.0,6.979349428950727e-56,15
I102607778,0.0013559322033898306,4.0,0.0,0.005070085335183297,14
I102893293,0.00033898305084745765,1.0,0.0,9.36752423271864e-48,16
I103163165,0.0023728813559322037,7.0,0.00040572979828458597,0.0003480391815417285,8
I103320735,0.001016949152542373,3.0,0.0,0.00012988933177800598,17
I103406327,0.0,0.0,0.0,6.979349428950727e-56,18
I103434671,0.002711864406779661,8.0,0.0033385634889160935,7.705384856274736e-06,0
I103531236,0.002711864406779661,8.0,0.002782519402344566,0.00043927652125815643,8
I103635307,0.0016949152542372883,6.0,1.494330166502865e-06,0.0026074330841921434,1
I103737770,0.00033898305084745765,2.0,0.0,5.079930059490638e-06,1
I104628220,0.0023728813559322037,7.0,0.0,0.0015773612747681188,20
I105036370,0.0013559322033898306,4.0,8.72842081870135e-05,7.953177323807064e-06,21
I105086349,0.0030508474576271187,9.0,0.0,0.0006003154852463492,8
I105126617,0.004067796610169492,14.0,2.2989694869274847e-07,0.010411683832056408,14
I10535382,0.0013559322033898306,4.0,0.0,0.0015897874397412504,14
I106053113,0.0,0.0,0.0,6.979349428950727e-56,22
I106118109,0.0030508474576271187,9.0,0.0001569429836409163,3.41235650286543e-05,0
I106165777,0.010508474576271187,31.0,0.0008833546672227989,0.009570815426723993,4
I106296451,0.001016949152542373,3.0,0.0,0.000906914480831985,1
I10660446,0.00033898305084745765,1.0,0.0,1.1940036422457406e-05,20
I106785703,0.00847457627118644,44.0,1.655485401196386e-05,0.022372745324518342,5
I106826634,0.0,0.0,0.0,6.979349428950727e-56,23
I106938459,0.0013559322033898306,5.0,2.2989694869274847e-07,0.000471619067900855,14
I107139065,0.0006779661016949153,2.0,0.0,0.00015489502099806407,14
I107326029,0.0006779661016949153,2.0,0.0,0.0006865341160402556,12
I107606265,0.013559322033898306,74.0,6.067653911507903e-06,0.048527055839378684,4
I107639228,0.010847457627118645,33.0,0.002128992083144885,0.015140498990070873,14
I107672454,0.002711864406779661,14.0,0.0,0.007118851898980457,4
I108103353,0.002711864406779661,8.0,0.0,0.001149290950160978,9
I108108428,0.0016949152542372883,6.0,0.0005572702036312222,4.4406028104436186e-05,4
I108290504,0.0,0.0,0.0,6.979349428950727e-56,24
I108403487,0.00033898305084745765,1.0,0.0,5.7837677420798955e-05,11
I108468826,0.0016949152542372883,5.0,7.822243679270769e-05,0.0004528288554838297,4
I108688024,0.014237288135593221,50.0,2.79707954242844e-06,0.039848948122833835,20
I108754898,0.0006779661016949153,2.0,0.0,8.282475398894754e-05,9
I108904480,0.0013559322033898306,4.0,0.0,1.2378107016670017e-05,8
I10902133,0.0,0.0,0.0,6.979349428950727e-56,25
I109173049,0.0013559322033898306,4.0,0.0008559446561412179,3.405969436017671e-05,17
I109297418,0.0006779661016949153,2.0,0.0,5.322170945225211e-43,26
I109689652,0.0016949152542372883,5.0,0.0,0.000785051919961654,8
I109736498,0.007457627118644068,24.0,0.0001248234605822067,0.0038239120983683955,5
I109935558,0.002711864406779661,10.0,0.0011140806133650592,0.007833391013506018,14
I109954829,0.00033898305084745765,4.0,0.0,5.2000205434491704e-37,27
I110092051,0.001016949152542373,3.0,3.448454230391227e-06,6.075965210459535e-06,1
I110166357,0.0,0.0,0.0,6.979349428950727e-56,28
