id,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
I114218197,0.0009440323668240054,7.0,0.0,0.00012815159407510463,19
I114234892,0.0009440323668240054,7.0,0.0002429476336525765,0.000730554367892797,23
I114376631,0.00013486176668914363,1.0,0.0,3.623094273168283e-47,45
I114395901,0.0022926500337154417,18.0,0.0002451304515649986,0.0007414651394232043,15
I114457229,0.019554956169925825,161.0,0.0011450456018359022,0.012570272964597794,8
I114472154,0.0026972353337828725,24.0,1.3096907474532427e-07,0.00108970172156252,4
I114493937,0.00013486176668914363,1.0,0.0,1.6523648920524917e-07,4
I114499477,0.0006743088334457181,5.0,0.0,0.000409588709996341,0
I114531698,0.005799055967633176,44.0,6.797052443958726e-06,0.005831590269716064,2
I114539943,0.00026972353337828726,2.0,0.0,2.9446520315342653e-05,3
I114564095,0.00013486176668914363,1.0,0.0,3.623094273168283e-47,47
I114724429,0.0005394470667565745,4.0,0.0002429476336525765,6.103668732621812e-06,4
I114772536,0.0004045853000674309,3.0,0.0,0.0002648038331504091,3
I114794399,0.0008091706001348618,6.0,3.117791584909526e-06,7.4184835479197735e-06,4
I114796046,0.0,0.0,0.0,1.7276259771195807e-53,48
I114832834,0.009575185434929199,90.0,4.596425509203562e-05,0.007453315181559653,0
I114845381,0.0,0.0,0.0,1.7276259771195807e-53,49
I114972647,0.003910991233985165,31.0,0.00042326232854554574,0.00024505036326497926,4
I114982161,0.00013486176668914363,1.0,0.0,3.623094273168283e-47,50
I115209984,0.0006743088334457181,5.0,0.0,1.5009270755903668e-05,23
I115212828,0.0004045853000674309,3.0,0.0,0.0009264242222300544,3
I115228651,0.011732973701955496,140.0,0.0012068254533303547,0.028141494081037978,3
I115283149,0.00013486176668914363,1.0,0.0,1.2773693063179927e-10,4
I115304662,0.0004045853000674309,3.0,0.0,2.4937958588948583e-06,6
I115441956,0.002157788267026298,16.0,0.0,0.0019143135078224867,15
I115455960,0.0009440323668240054,7.0,0.0,0.002254733800067559,0
I115475287,0.0074173971679029,56.0,8.076426275961663e-06,0.0011967507369260659,4
I115498069,0.0008091706001348618,6.0,0.0,1.3124499670078224e-05,4
I115592961,0.0059339177343223195,44.0,2.205009894531696e-05,0.001758891094452931,6
I115602675,0.00026972353337828726,2.0,0.0,5.831383014332384e-43,51
I115684694,0.0006743088334457181,5.0,0.0,2.5969018464189723e-05,19
I115715567,0.0008091706001348618,6.0,0.0,1.2298606928715683e-05,4
I115748381,0.0004045853000674309,3.0,0.0,2.5836124261897455e-05,16
I115752224,0.00013486176668914363,1.0,0.0,3.623094273168283e-47,52
I115891769,0.00633850303438975,47.0,0.0,0.0013232379014382581,7
I115953327,0.0,0.0,0.0,1.7276259771195807e-53,53
I116067653,0.003371544167228591,26.0,0.00030333468354900683,0.0005872517786441277,1
I116121188,0.00013486176668914363,1.0,0.0,0.0001724851081839975,3
I116130893,0.0005394470667565745,4.0,0.0,4.880120347108439e-06,4
I116265982,0.001888064733648011,15.0,7.665935240764512e-05,0.0024645926157795,3
I11662577,0.0008091706001348618,6.0,0.0,0.001142814756769854,1
I116631150,0.0022926500337154417,31.0,1.1583876844166024e-05,0.0004116906955558709,15
I116660002,0.0014834794335805799,14.0,1.6371134343165532e-07,0.0007779794741512042,0
I116891498,0.0006743088334457181,5.0,0.0,2.3986556865158316e-06,4
I116943215,0.00026972353337828726,2.0,0.0,1.807157792334881e-43,54
I116953780,0.019150370869858397,203.0,0.0038595155369037792,0.033552282219330744,3
I11701301,0.012137559002022926,100.0,7.166494375636162e-05,0.014465160493423756,6
I117222138,0.0016183412002697237,13.0,1.3073924365295812e-05,6.116556477337289e-05,4
I117331123,0.0005394470667565745,4.0,0.0,6.020495121927498e-05,3
I117381506,0.0009440323668240054,7.0,0.0,1.8125157288460633e-08,4
I1174212,0.04167228590694538,415.0,0.009843707371446898,0.03985837298141413,15
I11750234,0.00026972353337828726,3.0,0.0,1.7428512034120236e-05,0
I117532281,0.0020229265003371545,20.0,7.27605970807357e-08,0.0030868294161565434,3
I117807411,0.0,0.0,0.0,1.7276259771195807e-53,55
I11793825,0.0014834794335805799,12.0,1.6027340521959047e-05,1.8787903909548587e-06,4
I117942362,0.0006743088334457181,5.0,0.0,0.000409588709996341,0
I117963711,0.0005394470667565745,4.0,0.0,6.655273717801231e-06,56
I117965899,0.013755900202292651,107.0,0.00016838075474931156,0.010739902197571026,8
I118019719,0.003776129467296022,29.0,9.822680605899318e-07,0.0013958049105704902,2
I118020396,0.00013486176668914363,1.0,0.0,5.249991336491795e-06,0
I118073183,0.0,0.0,0.0,1.7276259771195807e-53,57
I118118575,0.0029669588671611597,24.0,2.1828179124220712e-07,0.0034853138116833103,0
I118292597,0.0004045853000674309,3.0,0.0,2.5719272276223597e-06,4
I118298837,0.0,0.0,0.0,1.7276259771195807e-53,58
I118347220,0.0006743088334457181,5.0,0.0,0.0001914318317012348,56
I118347636,0.015778826702629804,156.0,0.0007716363531726962,0.015189918755109074,6
I118353179,0.00026972353337828726,2.0,0.0,5.120916431803906e-05,2
I118373667,0.0008091706001348618,6.0,2.3647194051239103e-07,0.00023027689972597446,15
I118501908,0.009170600134861767,72.0,0.004641250454612972,0.0041124241963476195,23
I118564535,0.012002697235333783,105.0,0.0015231018230592037,0.005781075261922298,19
I118568048,0.002562373567093729,19.0,0.0,0.001425151181952227,0
I118574674,0.0,0.0,0.0,1.7276259771195807e-53,59
I118590987,0.0009440323668240054,9.0,1.4552119416147136e-07,4.119866212090564e-06,4
I118692353,0.0008091706001348618,6.0,0.00044710650638165434,0.0005831855416380262,4
I1187138,0.0008091706001348618,6.0,0.0,0.00032556770877078736,16
I11874761,0.0004045853000674309,3.0,3.638029854036785e-08,1.7653200903246406e-05,8
I11880225,0.002562373567093729,19.0,8.633427414229008e-05,0.0024441497966366742,0
I118803816,0.0004045853000674309,3.0,0.0,1.5039021332551766e-05,3
I11883440,0.00026972353337828726,2.0,0.0,4.525085317742013e-05,0
I11886867,0.0016183412002697237,12.0,0.0,6.390866213450627e-05,4
I118905719,0.0013486176668914363,10.0,0.0002429476336525765,0.00014208094408963453,4
I11892038,0.0008091706001348618,6.0,0.0,4.846997658509909e-08,2
I11893660,0.00013486176668914363,1.0,0.0,1.6869693563372843e-08,15
I118946981,0.00026972353337828726,2.0,0.0,1.807157792334881e-43,60
I118987531,0.0016183412002697237,14.0,2.910423883229428e-07,0.0017785343506402935,3
I119003972,0.003641267700606878,27.0,0.0006027275643759996,0.0014972001566476308,2
I119004910,0.0013486176668914363,10.0,2.200219821890547e-05,9.517593338563503e-05,19
I119045251,0.0009440323668240054,10.0,0.0,0.0012045050703439314,3
I119060216,0.0,0.0,0.0,1.7276259771195807e-53,61
I119096390,0.00013486176668914363,1.0,0.0,2.491363293201397e-07,15
I11912373,0.0004045853000674309,3.0,0.0,1.9784566639584984e-05,1
I119203015,0.00026972353337828726,2.0,0.0,4.2296575901845936e-05,2
I11923345,0.001078894133513149,11.0,7.518595031676023e-07,0.0002297821496519897,0
I119234918,0.00026972353337828726,2.0,0.0,4.867211425437911e-05,0
I119241673,0.0006743088334457181,5.0,1.0914089562110356e-07,0.00016249009342082462,16
I119273862,0.0009440323668240054,8.0,7.27605970807357e-08,0.00038825073502514435,3
I119311299,0.0004045853000674309,3.0,0.0,3.2253947909576125e-08,4
I11932220,0.002832097100472016,25.0,2.2379946985416292e-05,0.0017016140545163948,19
I11935315,0.0013486176668914363,10.0,0.0,0.00020477810671318882,8
I119439378,0.001888064733648011,16.0,1.1779839610986275e-05,9.454076442499334e-05,2
I119443389,0.0005394470667565745,4.0,0.00024302039424965727,4.640820291440878e-05,4
I119449181,0.0004045853000674309,3.0,0.0,0.00032093269891079454,6
I119454577,0.0006743088334457181,5.0,3.33486069953372e-07,0.00010218168029030478,16
I11947397,0.0013486176668914363,10.0,0.0,0.0008041036238039243,16
I119474363,0.0013486176668914363,10.0,1.455211941614714e-07,0.00021052617466799298,4
I11957088,0.0013486176668914363,10.0,0.0,0.0007512780100209392,4
I119575151,0.00013486176668914363,1.0,0.0,0.00011755452071521602,8
I119664326,0.0008091706001348618,6.0,0.0002429476336525765,3.3175339040634307e-06,6
I119668213,0.0,0.0,0.0,1.7276259771195807e-53,62
I119744171,0.002157788267026298,19.0,0.00032884156595012364,2.3132491990149807e-05,4
I11983389,0.005124747134187458,38.0,1.5815598522478276e-05,0.000328198515535641,4
I119856527,0.0017532029669588673,13.0,0.0008528681893883157,0.0007037746667850282,4
I11986463,0.0004045853000674309,3.0,0.0,2.4937958588948583e-06,6
I119916105,0.00026972353337828726,2.0,0.0,9.24604306643123e-06,19
I119939252,0.0012137559002022927,10.0,5.113736030495908e-05,0.0001420500252281853,4
I119942284,0.00026972353337828726,2.0,0.0,2.4508839006459394e-06,0
I120125038,0.0032366824005394474,25.0,2.536009977418141e-05,0.0004768559622059146,4
I120156002,0.0020229265003371545,15.0,0.0,0.0016779642962542775,0
I120158604,0.0,0.0,0.0,1.7276259771195807e-53,63
I120230055,0.0009440323668240054,7.0,0.0,3.392549636929847e-05,2
I120238654,0.00013486176668914363,1.0,0.0,5.753994764542491e-06,4
I120250893,0.0017532029669588673,14.0,0.00022966276130225222,0.0022216793656169333,0
I120691247,0.0017532029669588673,13.0,0.0,0.0016762657052872422,0
I12079687,0.003641267700606878,40.0,0.0004161539915944145,0.0006178685104663318,4
I12093191,0.007012811867835469,54.0,2.613318111816424e-06,0.00523434484184025,7
I12097938,0.001078894133513149,9.0,0.0004869866762613641,0.0003336626320896607,0
I121032520,0.0004045853000674309,3.0,0.0,3.2147524565438635e-05,23
I121058860,0.00013486176668914363,1.0,0.0,5.93903073097791e-05,0
I12113309,0.00013486176668914363,1.0,0.0,5.093095219771701e-05,15
I121243025,0.002562373567093729,20.0,3.121290760665957e-05,1.2509418696845004e-05,4
I121296143,0.00026972353337828726,2.0,0.0,4.5248320924787865e-06,0
I121345201,0.0005394470667565745,5.0,0.0,0.0001981088144651118,0
